Date,Close Price,return
08/19/2014,586.862643,0.0
08/18/2014,582.162619,-0.00800872922490672
08/15/2014,573.482626,-0.014909911280304942
08/14/2014,574.652582,0.002040089702735075
08/13/2014,574.782577,0.00022621494111705633
08/12/2014,562.732562,-0.02096447505923604
08/11/2014,567.882551,0.009151752267003176
08/08/2014,568.772565,0.0015672501266902827
08/07/2014,563.362525,-0.009511780864465537
08/06/2014,566.376589,0.005350132226136202
08/05/2014,565.072537,-0.002302446861905791
08/04/2014,573.152619,0.014299194299722174
08/01/2014,566.072533,-0.012352880830157975
07/31/2014,571.602592,0.009769170340578842
07/30/2014,587.42265,0.027676672956724484
07/29/2014,585.612633,-0.0030812856807615713
07/28/2014,590.602697,0.008521100329473383
07/25/2014,589.022681,-0.002675260387441137
07/24/2014,593.352671,0.007351143070838646
07/23/2014,595.982686,0.004432465089552041
07/22/2014,594.742713,-0.002080552051473461
07/21/2014,589.472645,-0.008861088811692466
07/18/2014,595.082696,0.009517067581651729
07/17/2014,573.732579,-0.03587756314124124
07/16/2014,582.662648,0.015564863016084717
07/15/2014,584.782659,0.003638487909387967
07/14/2014,584.872627,0.00015384861130090204
07/11/2014,579.182645,-0.00972858317747872
07/10/2014,571.102563,-0.013950835836940432
07/09/2014,576.08259,0.008720022151257532
07/08/2014,571.092587,-0.00866195765437036
07/07/2014,582.252649,0.019541598427366802
07/03/2014,584.732656,0.004259331416111772
07/02/2014,582.33766,-0.004095882067513588
07/01/2014,582.672624,0.0005752058007033472
06/30/2014,575.282606,-0.012682967580093575
06/27/2014,577.242632,0.0034070663349761885
06/26/2014,576.002598,-0.002148202387102835
06/25/2014,578.652627,0.0046007240404843065
06/24/2014,564.622572,-0.024246075011770507
06/23/2014,564.952579,0.0005844736224963093
06/20/2014,556.362492,-0.015204969973240957
06/19/2014,554.902495,-0.0026241830119632333
06/18/2014,553.372481,-0.002757266391458649
06/17/2014,543.012465,-0.01872159595157023
06/16/2014,544.282488,0.0023388468623826595
06/13/2014,551.762475,0.01374283972921071
06/12/2014,551.352476,-0.0007430715544763545
06/11/2014,558.842499,0.013584817926889932
06/10/2014,560.552511,0.003059917603009656
06/09/2014,562.122552,0.0028008812184235495
06/06/2014,556.332503,-0.010300332159596519
06/05/2014,553.902499,-0.004367898670123072
06/04/2014,544.662436,-0.0166817499770841
06/03/2014,544.94244,0.0005140872244769167
06/02/2014,553.932488,0.016497243268481714
05/30/2014,559.892559,0.010759562093061366
05/29/2014,560.082534,0.000339306170346879
05/28/2014,561.682564,0.0028567753908925624
05/27/2014,565.952575,0.007602178300838386
05/23/2014,552.702492,-0.023412002321926032
05/22/2014,545.062459,-0.01382304786134385
05/21/2014,538.942465,-0.011228060012109584
05/20/2014,529.772418,-0.01701489044846365
05/19/2014,528.862391,-0.0017177696857747955
05/16/2014,520.632362,-0.015561758862146162
05/15/2014,519.982324,-0.001248554733522299
05/14/2014,526.652412,0.012827528344982894
05/13/2014,533.092437,0.01222822653663265
05/12/2014,529.922427,-0.005946454648352191
05/09/2014,518.732375,-0.021116396343799058
05/08/2014,511.002313,-0.014901830640510979
05/07/2014,509.962321,-0.002035200181178124
05/06/2014,515.14233,0.010157630841906929
05/05/2014,527.812392,0.024595264768865005
05/02/2014,527.932411,0.00022738950774758726
05/01/2014,531.352435,0.006478147446037391
04/30/2014,526.662388,-0.008826621825869772
04/29/2014,527.70241,0.001974741359354528
04/28/2014,517.152359,-0.01999242527620812
04/25/2014,516.182352,-0.0018756696805476809
04/24/2014,525.162363,0.017396974083298357
04/23/2014,526.942391,0.003389481283143696
04/22/2014,534.812425,0.014935283504264355
04/21/2014,528.622414,-0.011574172009933976
04/17/2014,536.1024,0.014149959975022813
04/16/2014,556.54249,0.0381272122639258
04/15/2014,536.442444,-0.03611592351196764
04/14/2014,532.522392,-0.0073074978384821
04/11/2014,530.602392,-0.0036054821897516737
04/10/2014,540.952433,0.019506208709289107
04/09/2014,564.142557,0.042869063128883216
04/08/2014,554.902495,-0.016378948698954413
04/07/2014,538.152456,-0.03018555358991495
04/04/2014,543.14246,0.009272472780464275
04/03/2014,569.742571,0.04897446426854562
04/02/2014,567.002574,-0.0048091842517416815
04/01/2014,567.162558,0.0002821574492534995
03/31/2014,556.972503,-0.01796672727468732
03/28/2014,559.992565,0.0054222820403757935
03/27/2014,558.462551,-0.002732204132031737
03/26/2014,1131.971918,1.026943285584784
03/25/2014,1158.722002,0.02363140248855539
03/24/2014,1157.931941,-0.0006818382654650958
03/21/2014,1183.041986,0.021685251188696502
03/20/2014,1197.161999,0.011935343941377219
03/19/2014,1199.252083,0.0017458656403611429
03/18/2014,1211.262039,0.010014538369578028
03/17/2014,1192.102079,-0.0158181792073812
03/14/2014,1172.80207,-0.016189896268103098
03/13/2014,1189.062036,0.013864203019355242
03/12/2014,1207.302054,0.015339837155477027
03/11/2014,1199.99203,-0.006054842676512074
03/10/2014,1211.572035,0.009650068259203188
03/07/2014,1214.792073,0.0026577354932099924
03/06/2014,1219.612082,0.00396776461349203
03/05/2014,1218.262068,-0.0011069208151712135
03/04/2014,1214.912028,-0.0027498516846213056
03/03/2014,1202.692058,-0.010058316749169493
02/28/2014,1215.652097,0.010775858137411783
02/27/2014,1219.212151,0.0029285138476588643
02/26/2014,1220.172036,0.0007872994041378987
02/25/2014,1220.002089,-0.00013928117919911542
02/24/2014,1212.512071,-0.006139348504017162
02/21/2014,1203.792115,-0.007191644692500663
02/20/2014,1204.112036,0.00026576100309480934
02/19/2014,1202.342118,-0.0014698947831129905
02/18/2014,1210.88208,0.007102772058094084
02/14/2014,1202.802088,-0.006672814911919561
02/13/2014,1199.902094,-0.0024110317307662332
02/12/2014,1186.691975,-0.011009330732945681
02/11/2014,1190.182065,0.002941024354698286
02/10/2014,1172.93195,-0.014493677486225648
02/07/2014,1177.441963,0.0038450764343149423
02/06/2014,1159.961986,-0.014845722803579035
02/05/2014,1143.201984,-0.014448751081744489
02/04/2014,1138.161914,-0.004408730977149891
02/03/2014,1133.431963,-0.004155780422643828
01/31/2014,1180.971997,0.04194343864643608
01/30/2014,1135.391922,-0.03859539016656301
01/29/2014,1106.921912,-0.025075050692495594
01/28/2014,1123.01193,0.01453582030093544
01/27/2014,1101.23183,-0.019394362088388455
01/24/2014,1123.831888,0.020522525216148165
01/23/2014,1160.102036,0.032273641980872556
01/22/2014,1165.022028,0.004240999366714406
01/21/2014,1163.702033,-0.0011330214951095006
01/17/2014,1150.53198,-0.011317375605203616
01/16/2014,1156.221939,0.004945502688243437
01/15/2014,1148.622013,-0.006573068494594701
01/14/2014,1149.402027,0.0006790867588919914
01/13/2014,1122.981911,-0.022985966075732354
01/10/2014,1130.181906,0.006411496863371955
01/09/2014,1130.241944,5.312242186973825e-05
01/08/2014,1141.231977,0.00972361100058397
01/07/2014,1138.861917,-0.0020767556883835607
01/06/2014,1117.321972,-0.01891357036219167
01/03/2014,1105.001897,-0.011026432227003464
01/02/2014,1113.121955,0.007348456162876589
12/31/2013,1120.711956,0.006818660763905271
12/30/2013,1109.461919,-0.01003829479981029
12/27/2013,1118.401934,0.00805797373203929
12/26/2013,1117.461899,-0.0008405162503948959
12/24/2013,1111.841904,-0.005029249771315729
12/23/2013,1115.101886,0.0029320553473219414
12/20/2013,1100.621886,-0.012985360514402376
12/19/2013,1086.221897,-0.013083502320977838
12/18/2013,1084.751805,-0.0013533993413868688
12/17/2013,1069.861826,-0.013726622930118136
12/16/2013,1072.981881,0.0029163158495570675
12/13/2013,1060.791808,-0.011360930893482613
12/12/2013,1069.961809,0.008644487005691466
12/11/2013,1077.291806,0.006850709005072581
12/10/2013,1084.661869,0.006841287531337701
12/09/2013,1078.141905,-0.006011056704714004
12/06/2013,1069.871873,-0.007670634043298689
12/05/2013,1057.341785,-0.011711765040485345
12/04/2013,1058.181837,0.0007944942798226916
12/03/2013,1053.261845,-0.004649476893261108
12/02/2013,1054.481857,0.0011583178539995409
11/29/2013,1059.591768,0.004845897505090987
11/27/2013,1063.111877,0.0033221369836086228
11/26/2013,1058.411823,-0.004421034231376701
11/25/2013,1045.931848,-0.011791227883893328
11/22/2013,1031.891724,-0.013423555298413553
11/21/2013,1034.071744,0.0021126441362950723
11/20/2013,1022.311744,-0.011372518462316773
11/19/2013,1025.201753,0.002826935146702254
11/18/2013,1031.551709,0.006193859873355113
11/15/2013,1033.561782,0.0019485916047277084
11/14/2013,1035.231717,0.0016157089291444948
11/13/2013,1032.471772,-0.002666016655669939
11/12/2013,1011.781743,-0.020039316871512582
11/11/2013,1010.59175,-0.001176136067124072
11/08/2013,1016.031752,0.005382986750089673
11/07/2013,1007.951699,-0.007952559537725964
11/06/2013,1022.751743,0.014683286922065173
11/05/2013,1021.521745,-0.0012026359362557677
11/04/2013,1026.111769,0.004493319914594755
11/01/2013,1027.041757,0.0009063223209165497
10/31/2013,1030.581776,0.0034468111699182155
10/30/2013,1030.421755,-0.00015527249144750563
10/29/2013,1036.241716,0.005648134826112945
10/28/2013,1015.001719,-0.020497145281883265
10/25/2013,1015.201747,0.00019707158742257735
10/24/2013,1025.551754,0.010195024812147136
10/23/2013,1031.411782,0.005714024647848078
10/22/2013,1007.001739,-0.023666631917532103
10/21/2013,1003.301698,-0.003674314409500792
10/18/2013,1011.411708,0.008083321314183592
10/17/2013,888.791495,-0.12123669523509206
10/16/2013,898.031521,0.010396168338671989
10/15/2013,882.011527,-0.017839010797929437
10/14/2013,876.111494,-0.00668929239515484
10/11/2013,871.991487,-0.004702605807840237
10/10/2013,868.241516,-0.004300467442522131
10/09/2013,855.861463,-0.01425876645133851
10/08/2013,853.671458,-0.0025588311831723732
10/07/2013,865.741514,0.014138994442051526
10/04/2013,872.351475,0.007635028346347728
10/03/2013,876.091522,0.0042873166460800725
10/02/2013,887.991509,0.013583040928000095
10/01/2013,887.001544,-0.0011148361104430153
09/30/2013,875.911528,-0.012502814763984212
09/27/2013,876.391532,0.0005480051177040886
09/26/2013,878.171497,0.002031015744684376
09/25/2013,877.231523,-0.0010703763481405802
09/24/2013,886.841522,0.010954917542332797
09/23/2013,886.501507,-0.0003833999554207923
09/20/2013,903.111535,0.018736604358643303
09/19/2013,898.391569,-0.005226337852057221
09/18/2013,903.321548,0.005487561515617922
09/17/2013,886.1115,-0.01905196221445614
09/16/2013,887.761524,0.0018620952329362957
09/13/2013,889.071533,0.001475631647221553
09/12/2013,893.061537,0.004487832364327876
09/11/2013,896.191517,0.003504775281795539
09/10/2013,888.67154,-0.008391037916954447
09/09/2013,888.051548,-0.0006976615904679751
09/06/2013,879.581489,-0.009537801064674223
09/05/2013,879.561517,-2.2706253200893025e-05
09/04/2013,871.6315,-0.009015875350080853
09/03/2013,860.381462,-0.012906874063179112
08/30/2013,846.901475,-0.015667454025177555
08/29/2013,855.431451,0.010071981513552132
08/28/2013,848.551438,-0.008042740294336076
08/27/2013,850.151471,0.0018856051953329588
08/26/2013,866.391464,0.019102470035013357
08/23/2013,870.211522,0.004409159322003551
08/22/2013,873.711475,0.004021956629528522
08/21/2013,869.331464,-0.0050131091616943315
08/20/2013,865.421471,-0.004497701005792637
08/19/2013,865.651456,0.00026574912653173135
08/16/2013,856.911467,-0.010096429618897373
08/15/2013,859.661487,0.0032092230129999524
08/14/2013,869.811468,0.0118069509376544
08/13/2013,881.251485,0.0131522949752601
08/12/2013,885.511541,0.004834097953321422
08/09/2013,890.4115,0.005533478416855643
08/08/2013,892.661544,0.002526970956686883
08/07/2013,890.651532,-0.0022517067230131225
08/06/2013,896.571537,0.006646825146874682
08/05/2013,905.00153,0.009402476715028672
08/02/2013,906.571544,0.0017348191665488286
08/01/2013,904.221578,-0.0025921462189640435
07/31/2013,887.751538,-0.018214606243338333
07/30/2013,890.921523,0.003570802036729332
07/29/2013,882.271531,-0.00970903921017968
07/26/2013,885.351519,0.003490975161024516
07/25/2013,887.701547,0.0026543445733896707
07/24/2013,902.901521,0.01712284275201336
07/23/2013,903.801551,0.0009968196742023378
07/22/2013,910.701536,0.007634402698651725
07/19/2013,896.601557,-0.015482546633148618
07/18/2013,910.681564,0.01570375033377287
07/17/2013,918.551603,0.008641921952863889
07/16/2013,919.611594,0.0011539808939835558
07/15/2013,924.691608,0.0055240865090702695
07/12/2013,923.001578,-0.0018276687983092184
07/11/2013,920.241572,-0.002990250575714591
07/10/2013,905.991557,-0.015485080693572574
07/09/2013,905.241563,-0.0008278156614211158
07/08/2013,905.091527,-0.00016574139559254864
07/05/2013,893.491549,-0.012816359068622767
07/03/2013,886.431543,-0.007901592363018456
07/02/2013,882.311537,-0.004647855813046118
07/01/2013,887.88154,0.006312966300926799
06/28/2013,880.371488,-0.00845839412316194
06/27/2013,877.071501,-0.0037484028560452283
06/26/2013,873.651498,-0.0038993434356272227
06/25/2013,866.201484,-0.008527443742790786
06/24/2013,869.791496,0.004144546120403554
06/21/2013,880.931503,0.012807675231628119
06/20/2013,884.741513,0.00432497871517263
06/19/2013,900.681558,0.018016612497304553
06/18/2013,900.621519,-6.665951963453065e-05
06/17/2013,886.251549,-0.01595561475807917
06/14/2013,875.041517,-0.012648815127769053
06/13/2013,877.001476,0.002239846866603046
06/12/2013,871.981501,-0.005724021153186799
06/11/2013,879.811535,0.008979587285992284
06/10/2013,890.22152,0.01183206242005
06/07/2013,879.731524,-0.011783579439867976
06/06/2013,864.641457,-0.017153036566642448
06/05/2013,859.701493,-0.005713309210432549
06/04/2013,859.101473,-0.0006979399301798958
06/03/2013,867.63151,0.009929021504541167
05/31/2013,871.221521,0.004137713947249338
05/30/2013,870.761489,-0.0005280310333381551
05/29/2013,868.311479,-0.002813640739685974
05/28/2013,881.271518,0.014925564516232835
